player_id,first_name,last_name,hand,birth_date,country_code,ranking,ranking_date
105385,Donald,Young,L,19890723,USA,48,20160104
104269,Fernando,Verdasco,L,19831115,ESP,49,20160104
104925,Novak,Djokovic,R,19870522,SRB,1,20160111
104918,Andy,Murray,R,19870515,GBR,2,20160111
103819,Roger,Federer,R,19810808,SUI,3,20160111
104527,Stanislas,Wawrinka,R,19850328,SUI,4,20160111
104745,Rafael,Nadal,L,19860603,ESP,5,20160111
104607,Tomas,Berdych,R,19850917,CZE,6,20160111
105453,Kei,Nishikori,R,19891229,JPN,7,20160111
103970,David,Ferrer,R,19820402,ESP,8,20160111
104755,Richard,Gasquet,R,19860618,FRA,9,20160111
104542,Jo Wilfried,Tsonga,R,19850417,FRA,10,20160111
104545,John,Isner,R,19850426,USA,11,20160111
104731,Kevin,Anderson,R,19860518,RSA,12,20160111
105227,Marin,Cilic,R,19880928,CRO,13,20160111
105683,Milos,Raonic,R,19901227,CAN,14,20160111
104468,Gilles,Simon,R,19841227,FRA,15,20160111
105676,David,Goffin,R,19901207,BEL,16,20160111
106071,Bernard,Tomic,R,19921021,AUS,17,20160111
105332,Benoit,Paire,R,19890508,FRA,18,20160111
103852,Feliciano,Lopez,L,19810920,ESP,19,20160111
106233,Dominic,Thiem,R,19930903,AUT,20,20160111
104926,Fabio,Fognini,R,19870524,ITA,21,20160111
104678,Viktor,Troicki,R,19860210,SRB,22,20160111
103333,Ivo,Karlovic,R,19790228,CRO,23,20160111
104792,Gael,Monfils,R,19860901,FRA,24,20160111
105138,Roberto,Bautista Agut,R,19880414,ESP,25,20160111
106058,Jack,Sock,R,19920924,USA,26,20160111
104198,Guillermo,Garcia Lopez,R,19830604,ESP,27,20160111
105777,Grigor,Dimitrov,R,19910516,BUL,28,20160111
104312,Andreas,Seppi,R,19840221,ITA,29,20160111
106401,Nick,Kyrgios,R,19950427,AUS,30,20160111
104871,Jeremy,Chardy,R,19870212,FRA,31,20160111
105449,Steve,Johnson,R,19891224,USA,32,20160111
105311,Joao,Sousa,R,19890330,POR,33,20160111
104259,Philipp,Kohlschreiber,R,19831016,GER,34,20160111
104919,Leonardo,Mayer,R,19870515,ARG,35,20160111
105238,Alexandr,Dolgopolov,R,19881107,UKR,36,20160111
105064,Thomaz,Bellucci,L,19871230,BRA,37,20160111
104180,Gilles,Muller,L,19830509,LUX,38,20160111
105577,Vasek,Pospisil,R,19900623,CAN,39,20160111
106432,Borna,Coric,R,19961114,CRO,40,20160111
104655,Pablo,Cuevas,R,19860101,URU,41,20160111
106210,Jiri,Vesely,L,19930710,CZE,42,20160111
103990,Tommy,Robredo,R,19820501,ESP,43,20160111
105173,Adrian,Mannarino,L,19880629,FRA,44,20160111
105373,Martin,Klizan,L,19890711,SVK,45,20160111
105385,Donald,Young,L,19890723,USA,46,20160111
104269,Fernando,Verdasco,L,19831115,ESP,47,20160111
104571,Marcos,Baghdatis,R,19850617,CYP,48,20160111
105379,Aljaz,Bedene,R,19890718,GBR,49,20160111
104925,Novak,Djokovic,R,19870522,SRB,1,20160118
104918,Andy,Murray,R,19870515,GBR,2,20160118
103819,Roger,Federer,R,19810808,SUI,3,20160118
104527,Stanislas,Wawrinka,R,19850328,SUI,4,20160118
104745,Rafael,Nadal,L,19860603,ESP,5,20160118
104607,Tomas,Berdych,R,19850917,CZE,6,20160118
105453,Kei,Nishikori,R,19891229,JPN,7,20160118
103970,David,Ferrer,R,19820402,ESP,8,20160118
104755,Richard,Gasquet,R,19860618,FRA,9,20160118
104542,Jo Wilfried,Tsonga,R,19850417,FRA,10,20160118
104545,John,Isner,R,19850426,USA,11,20160118
104731,Kevin,Anderson,R,19860518,RSA,12,20160118
105227,Marin,Cilic,R,19880928,CRO,13,20160118
105683,Milos,Raonic,R,19901227,CAN,14,20160118
104468,Gilles,Simon,R,19841227,FRA,15,20160118
105676,David,Goffin,R,19901207,BEL,16,20160118
106071,Bernard,Tomic,R,19921021,AUS,17,20160118
105332,Benoit,Paire,R,19890508,FRA,18,20160118
103852,Feliciano,Lopez,L,19810920,ESP,19,20160118
106233,Dominic,Thiem,R,19930903,AUT,20,20160118
105138,Roberto,Bautista Agut,R,19880414,ESP,21,20160118
106058,Jack,Sock,R,19920924,USA,22,20160118
104926,Fabio,Fognini,R,19870524,ITA,23,20160118
103333,Ivo,Karlovic,R,19790228,CRO,24,20160118
104792,Gael,Monfils,R,19860901,FRA,25,20160118
104678,Viktor,Troicki,R,19860210,SRB,26,20160118
104198,Guillermo,Garcia Lopez,R,19830604,ESP,27,20160118
105777,Grigor,Dimitrov,R,19910516,BUL,28,20160118
104312,Andreas,Seppi,R,19840221,ITA,29,20160118
106401,Nick,Kyrgios,R,19950427,AUS,30,20160118
104871,Jeremy,Chardy,R,19870212,FRA,31,20160118
105449,Steve,Johnson,R,19891224,USA,32,20160118
105311,Joao,Sousa,R,19890330,POR,33,20160118
104259,Philipp,Kohlschreiber,R,19831016,GER,34,20160118
105238,Alexandr,Dolgopolov,R,19881107,UKR,35,20160118
104919,Leonardo,Mayer,R,19870515,ARG,36,20160118
105064,Thomaz,Bellucci,L,19871230,BRA,37,20160118
104180,Gilles,Muller,L,19830509,LUX,38,20160118
105577,Vasek,Pospisil,R,19900623,CAN,39,20160118
106432,Borna,Coric,R,19961114,CRO,40,20160118
104655,Pablo,Cuevas,R,19860101,URU,41,20160118
103990,Tommy,Robredo,R,19820501,ESP,42,20160118
105373,Martin,Klizan,L,19890711,SVK,43,20160118
104559,Teymuraz,Gabashvili,R,19850523,RUS,44,20160118
104269,Fernando,Verdasco,L,19831115,ESP,45,20160118
104571,Marcos,Baghdatis,R,19850617,CYP,46,20160118
105385,Donald,Young,L,19890723,USA,47,20160118
105173,Adrian,Mannarino,L,19880629,FRA,48,20160118
105379,Aljaz,Bedene,R,19890718,GBR,49,20160118
104925,Novak,Djokovic,R,19870522,SRB,1,20160201
104918,Andy,Murray,R,19870515,GBR,2,20160201
103819,Roger,Federer,R,19810808,SUI,3,20160201
104527,Stanislas,Wawrinka,R,19850328,SUI,4,20160201
104745,Rafael,Nadal,L,19860603,ESP,5,20160201
103970,David,Ferrer,R,19820402,ESP,6,20160201
105453,Kei,Nishikori,R,19891229,JPN,7,20160201
104607,Tomas,Berdych,R,19850917,CZE,8,20160201
104542,Jo Wilfried,Tsonga,R,19850417,FRA,9,20160201
104755,Richard,Gasquet,R,19860618,FRA,10,20160201
105683,Milos,Raonic,R,19901227,CAN,11,20160201
104545,John,Isner,R,19850426,USA,12,20160201
105227,Marin,Cilic,R,19880928,CRO,13,20160201
104731,Kevin,Anderson,R,19860518,RSA,14,20160201
104468,Gilles,Simon,R,19841227,FRA,15,20160201
105676,David,Goffin,R,19901207,BEL,16,20160201
104792,Gael,Monfils,R,19860901,FRA,17,20160201
105138,Roberto,Bautista Agut,R,19880414,ESP,18,20160201
106233,Dominic,Thiem,R,19930903,AUT,19,20160201
106071,Bernard,Tomic,R,19921021,AUS,20,20160201
105332,Benoit,Paire,R,19890508,FRA,21,20160201
103852,Feliciano,Lopez,L,19810920,ESP,22,20160201
106058,Jack,Sock,R,19920924,USA,23,20160201
104926,Fabio,Fognini,R,19870524,ITA,24,20160201
104678,Viktor,Troicki,R,19860210,SRB,25,20160201
103333,Ivo,Karlovic,R,19790228,CRO,26,20160201
104198,Guillermo,Garcia Lopez,R,19830604,ESP,27,20160201
105777,Grigor,Dimitrov,R,19910516,BUL,28,20160201
104871,Jeremy,Chardy,R,19870212,FRA,29,20160201
105449,Steve,Johnson,R,19891224,USA,30,20160201
104312,Andreas,Seppi,R,19840221,ITA,31,20160201
105238,Alexandr,Dolgopolov,R,19881107,UKR,32,20160201
105311,Joao,Sousa,R,19890330,POR,33,20160201
104259,Philipp,Kohlschreiber,R,19831016,GER,34,20160201
105064,Thomaz,Bellucci,L,19871230,BRA,35,20160201
104655,Pablo,Cuevas,R,19860101,URU,36,20160201
104919,Leonardo,Mayer,R,19870515,ARG,37,20160201
106432,Borna,Coric,R,19961114,CRO,38,20160201
103990,Tommy,Robredo,R,19820501,ESP,39,20160201
105577,Vasek,Pospisil,R,19900623,CAN,40,20160201
106401,Nick,Kyrgios,R,19950427,AUS,41,20160201
104180,Gilles,Muller,L,19830509,LUX,42,20160201
104559,Teymuraz,Gabashvili,R,19850523,RUS,43,20160201
105373,Martin,Klizan,L,19890711,SVK,44,20160201
105643,Federico,Delbonis,L,19901005,ARG,45,20160201
104586,Lukas,Rosol,R,19850724,CZE,46,20160201
104269,Fernando,Verdasco,L,19831115,ESP,47,20160201
105385,Donald,Young,L,19890723,USA,48,20160201
105173,Adrian,Mannarino,L,19880629,FRA,49,20160201
104925,Novak,Djokovic,R,19870522,SRB,1,20160208
104918,Andy,Murray,R,19870515,GBR,2,20160208
103819,Roger,Federer,R,19810808,SUI,3,20160208
104527,Stanislas,Wawrinka,R,19850328,SUI,4,20160208
104745,Rafael,Nadal,L,19860603,ESP,5,20160208
103970,David,Ferrer,R,19820402,ESP,6,20160208
105453,Kei,Nishikori,R,19891229,JPN,7,20160208
104607,Tomas,Berdych,R,19850917,CZE,8,20160208
104542,Jo Wilfried,Tsonga,R,19850417,FRA,9,20160208
104755,Richard,Gasquet,R,19860618,FRA,10,20160208
105683,Milos,Raonic,R,19901227,CAN,11,20160208
104545,John,Isner,R,19850426,USA,12,20160208
105227,Marin,Cilic,R,19880928,CRO,13,20160208
104731,Kevin,Anderson,R,19860518,RSA,14,20160208
104468,Gilles,Simon,R,19841227,FRA,15,20160208
105676,David,Goffin,R,19901207,BEL,16,20160208
105138,Roberto,Bautista Agut,R,19880414,ESP,17,20160208
104792,Gael,Monfils,R,19860901,FRA,18,20160208
106233,Dominic,Thiem,R,19930903,AUT,19,20160208
106071,Bernard,Tomic,R,19921021,AUS,20,20160208
105332,Benoit,Paire,R,19890508,FRA,21,20160208
104678,Viktor,Troicki,R,19860210,SRB,22,20160208
106058,Jack,Sock,R,19920924,USA,23,20160208
104926,Fabio,Fognini,R,19870524,ITA,24,20160208
103852,Feliciano,Lopez,L,19810920,ESP,25,20160208
103333,Ivo,Karlovic,R,19790228,CRO,26,20160208
105777,Grigor,Dimitrov,R,19910516,BUL,27,20160208
104871,Jeremy,Chardy,R,19870212,FRA,28,20160208
105449,Steve,Johnson,R,19891224,USA,29,20160208
105064,Thomaz,Bellucci,L,19871230,BRA,30,20160208
105238,Alexandr,Dolgopolov,R,19881107,UKR,31,20160208
104259,Philipp,Kohlschreiber,R,19831016,GER,32,20160208
105311,Joao,Sousa,R,19890330,POR,33,20160208
104198,Guillermo,Garcia Lopez,R,19830604,ESP,34,20160208
104655,Pablo,Cuevas,R,19860101,URU,35,20160208
104312,Andreas,Seppi,R,19840221,ITA,36,20160208
104919,Leonardo,Mayer,R,19870515,ARG,37,20160208
106432,Borna,Coric,R,19961114,CRO,38,20160208
103990,Tommy,Robredo,R,19820501,ESP,39,20160208
104180,Gilles,Muller,L,19830509,LUX,40,20160208
105577,Vasek,Pospisil,R,19900623,CAN,41,20160208
106401,Nick,Kyrgios,R,19950427,AUS,42,20160208
105373,Martin,Klizan,L,19890711,SVK,43,20160208
104559,Teymuraz,Gabashvili,R,19850523,RUS,44,20160208
105643,Federico,Delbonis,L,19901005,ARG,45,20160208
105077,Albert,Ramos,L,19880117,ESP,46,20160208
104586,Lukas,Rosol,R,19850724,CZE,47,20160208
105385,Donald,Young,L,19890723,USA,48,20160208
105173,Adrian,Mannarino,L,19880629,FRA,49,20160208
104925,Novak,Djokovic,R,19870522,SRB,1,20160215
104918,Andy,Murray,R,19870515,GBR,2,20160215
103819,Roger,Federer,R,19810808,SUI,3,20160215
104527,Stanislas,Wawrinka,R,19850328,SUI,4,20160215
104745,Rafael,Nadal,L,19860603,ESP,5,20160215
103970,David,Ferrer,R,19820402,ESP,6,20160215
105453,Kei,Nishikori,R,19891229,JPN,7,20160215
104607,Tomas,Berdych,R,19850917,CZE,8,20160215
104542,Jo Wilfried,Tsonga,R,19850417,FRA,9,20160215
104755,Richard,Gasquet,R,19860618,FRA,10,20160215
104545,John,Isner,R,19850426,USA,11,20160215
105227,Marin,Cilic,R,19880928,CRO,12,20160215
105683,Milos,Raonic,R,19901227,CAN,13,20160215
104731,Kevin,Anderson,R,19860518,RSA,14,20160215
104468,Gilles,Simon,R,19841227,FRA,15,20160215
104792,Gael,Monfils,R,19860901,FRA,16,20160215
105676,David,Goffin,R,19901207,BEL,17,20160215
105138,Roberto,Bautista Agut,R,19880414,ESP,18,20160215
106233,Dominic,Thiem,R,19930903,AUT,19,20160215
106071,Bernard,Tomic,R,19921021,AUS,20,20160215
104678,Viktor,Troicki,R,19860210,SRB,21,20160215
105332,Benoit,Paire,R,19890508,FRA,22,20160215
106058,Jack,Sock,R,19920924,USA,23,20160215
104926,Fabio,Fognini,R,19870524,ITA,24,20160215
103852,Feliciano,Lopez,L,19810920,ESP,25,20160215
103333,Ivo,Karlovic,R,19790228,CRO,26,20160215
105373,Martin,Klizan,L,19890711,SVK,27,20160215
105777,Grigor,Dimitrov,R,19910516,BUL,28,20160215
104259,Philipp,Kohlschreiber,R,19831016,GER,29,20160215
104871,Jeremy,Chardy,R,19870212,FRA,30,20160215
105449,Steve,Johnson,R,19891224,USA,31,20160215
105064,Thomaz,Bellucci,L,19871230,BRA,32,20160215
105238,Alexandr,Dolgopolov,R,19881107,UKR,33,20160215
105311,Joao,Sousa,R,19890330,POR,34,20160215
104198,Guillermo,Garcia Lopez,R,19830604,ESP,35,20160215
106432,Borna,Coric,R,19961114,CRO,36,20160215
104312,Andreas,Seppi,R,19840221,ITA,37,20160215
104919,Leonardo,Mayer,R,19870515,ARG,38,20160215
103990,Tommy,Robredo,R,19820501,ESP,39,20160215
103917,Nicolas,Mahut,R,19820121,FRA,40,20160215
106401,Nick,Kyrgios,R,19950427,AUS,41,20160215
105577,Vasek,Pospisil,R,19900623,CAN,42,20160215
104180,Gilles,Muller,L,19830509,LUX,43,20160215
104559,Teymuraz,Gabashvili,R,19850523,RUS,44,20160215
104655,Pablo,Cuevas,R,19860101,URU,45,20160215
105643,Federico,Delbonis,L,19901005,ARG,46,20160215
105077,Albert,Ramos,L,19880117,ESP,47,20160215
104586,Lukas,Rosol,R,19850724,CZE,48,20160215
105173,Adrian,Mannarino,L,19880629,FRA,49,20160215
104925,Novak,Djokovic,R,19870522,SRB,1,20160222
104918,Andy,Murray,R,19870515,GBR,2,20160222
103819,Roger,Federer,R,19810808,SUI,3,20160222
104527,Stanislas,Wawrinka,R,19850328,SUI,4,20160222
104745,Rafael,Nadal,L,19860603,ESP,5,20160222
105453,Kei,Nishikori,R,19891229,JPN,6,20160222
104607,Tomas,Berdych,R,19850917,CZE,7,20160222
103970,David,Ferrer,R,19820402,ESP,8,20160222
104542,Jo Wilfried,Tsonga,R,19850417,FRA,9,20160222
104755,Richard,Gasquet,R,19860618,FRA,10,20160222
104545,John,Isner,R,19850426,USA,11,20160222
105227,Marin,Cilic,R,19880928,CRO,12,20160222
105683,Milos,Raonic,R,19901227,CAN,13,20160222
104731,Kevin,Anderson,R,19860518,RSA,14,20160222
106233,Dominic,Thiem,R,19930903,AUT,15,20160222
105676,David,Goffin,R,19901207,BEL,16,20160222
104792,Gael,Monfils,R,19860901,FRA,17,20160222
105138,Roberto,Bautista Agut,R,19880414,ESP,18,20160222
104468,Gilles,Simon,R,19841227,FRA,19,20160222
105332,Benoit,Paire,R,19890508,FRA,20,20160222
106071,Bernard,Tomic,R,19921021,AUS,21,20160222
104678,Viktor,Troicki,R,19860210,SRB,22,20160222
106058,Jack,Sock,R,19920924,USA,23,20160222
103852,Feliciano,Lopez,L,19810920,ESP,24,20160222
105373,Martin,Klizan,L,19890711,SVK,25,20160222
105777,Grigor,Dimitrov,R,19910516,BUL,26,20160222
104655,Pablo,Cuevas,R,19860101,URU,27,20160222
104259,Philipp,Kohlschreiber,R,19831016,GER,28,20160222
104926,Fabio,Fognini,R,19870524,ITA,29,20160222
104871,Jeremy,Chardy,R,19870212,FRA,30,20160222
103333,Ivo,Karlovic,R,19790228,CRO,31,20160222
105238,Alexandr,Dolgopolov,R,19881107,UKR,32,20160222
106401,Nick,Kyrgios,R,19950427,AUS,33,20160222
105449,Steve,Johnson,R,19891224,USA,34,20160222
105064,Thomaz,Bellucci,L,19871230,BRA,35,20160222
105311,Joao,Sousa,R,19890330,POR,36,20160222
104198,Guillermo,Garcia Lopez,R,19830604,ESP,37,20160222
106432,Borna,Coric,R,19961114,CRO,38,20160222
104312,Andreas,Seppi,R,19840221,ITA,39,20160222
104919,Leonardo,Mayer,R,19870515,ARG,40,20160222
103990,Tommy,Robredo,R,19820501,ESP,41,20160222
105550,Guido,Pella,L,19900517,ARG,42,20160222
105023,Sam,Querrey,R,19871007,USA,43,20160222
103917,Nicolas,Mahut,R,19820121,FRA,44,20160222
105577,Vasek,Pospisil,R,19900623,CAN,45,20160222
104180,Gilles,Muller,L,19830509,LUX,46,20160222
104559,Teymuraz,Gabashvili,R,19850523,RUS,47,20160222
105077,Albert,Ramos,L,19880117,ESP,48,20160222
105643,Federico,Delbonis,L,19901005,ARG,49,20160222
104925,Novak,Djokovic,R,19870522,SRB,1,20160229
104918,Andy,Murray,R,19870515,GBR,2,20160229
103819,Roger,Federer,R,19810808,SUI,3,20160229
104527,Stanislas,Wawrinka,R,19850328,SUI,4,20160229
104745,Rafael,Nadal,L,19860603,ESP,5,20160229
105453,Kei,Nishikori,R,19891229,JPN,6,20160229
104607,Tomas,Berdych,R,19850917,CZE,7,20160229
103970,David,Ferrer,R,19820402,ESP,8,20160229
104542,Jo Wilfried,Tsonga,R,19850417,FRA,9,20160229
104755,Richard,Gasquet,R,19860618,FRA,10,20160229
104545,John,Isner,R,19850426,USA,11,20160229
105227,Marin,Cilic,R,19880928,CRO,12,20160229
105683,Milos,Raonic,R,19901227,CAN,13,20160229
106233,Dominic,Thiem,R,19930903,AUT,14,20160229
104731,Kevin,Anderson,R,19860518,RSA,15,20160229
105676,David,Goffin,R,19901207,BEL,16,20160229
104792,Gael,Monfils,R,19860901,FRA,17,20160229
105138,Roberto,Bautista Agut,R,19880414,ESP,18,20160229
104468,Gilles,Simon,R,19841227,FRA,19,20160229
106071,Bernard,Tomic,R,19921021,AUS,20,20160229
105332,Benoit,Paire,R,19890508,FRA,21,20160229
103852,Feliciano,Lopez,L,19810920,ESP,22,20160229
104678,Viktor,Troicki,R,19860210,SRB,23,20160229
106058,Jack,Sock,R,19920924,USA,24,20160229
104655,Pablo,Cuevas,R,19860101,URU,25,20160229
105777,Grigor,Dimitrov,R,19910516,BUL,26,20160229
106401,Nick,Kyrgios,R,19950427,AUS,27,20160229
105373,Martin,Klizan,L,19890711,SVK,28,20160229
105238,Alexandr,Dolgopolov,R,19881107,UKR,29,20160229
104259,Philipp,Kohlschreiber,R,19831016,GER,30,20160229
104926,Fabio,Fognini,R,19870524,ITA,31,20160229
104871,Jeremy,Chardy,R,19870212,FRA,32,20160229
105064,Thomaz,Bellucci,L,19871230,BRA,33,20160229
103333,Ivo,Karlovic,R,19790228,CRO,34,20160229
105449,Steve,Johnson,R,19891224,USA,35,20160229
105023,Sam,Querrey,R,19871007,USA,36,20160229
105311,Joao,Sousa,R,19890330,POR,37,20160229
104198,Guillermo,Garcia Lopez,R,19830604,ESP,38,20160229
104571,Marcos,Baghdatis,R,19850617,CYP,39,20160229
104312,Andreas,Seppi,R,19840221,ITA,40,20160229
104919,Leonardo,Mayer,R,19870515,ARG,41,20160229
105550,Guido,Pella,L,19900517,ARG,42,20160229
103990,Tommy,Robredo,R,19820501,ESP,43,20160229
105577,Vasek,Pospisil,R,19900623,CAN,44,20160229
103917,Nicolas,Mahut,R,19820121,FRA,45,20160229
104180,Gilles,Muller,L,19830509,LUX,46,20160229
106432,Borna,Coric,R,19961114,CRO,47,20160229
104559,Teymuraz,Gabashvili,R,19850523,RUS,48,20160229
105077,Albert,Ramos,L,19880117,ESP,49,20160229
104925,Novak,Djokovic,R,19870522,SRB,1,20160307
104918,Andy,Murray,R,19870515,GBR,2,20160307
103819,Roger,Federer,R,19810808,SUI,3,20160307
104527,Stanislas,Wawrinka,R,19850328,SUI,4,20160307
104745,Rafael,Nadal,L,19860603,ESP,5,20160307
105453,Kei,Nishikori,R,19891229,JPN,6,20160307
104607,Tomas,Berdych,R,19850917,CZE,7,20160307
103970,David,Ferrer,R,19820402,ESP,8,20160307
104542,Jo Wilfried,Tsonga,R,19850417,FRA,9,20160307
104755,Richard,Gasquet,R,19860618,FRA,10,20160307
104545,John,Isner,R,19850426,USA,11,20160307
105227,Marin,Cilic,R,19880928,CRO,12,20160307
106233,Dominic,Thiem,R,19930903,AUT,13,20160307
105683,Milos,Raonic,R,19901227,CAN,14,20160307
104731,Kevin,Anderson,R,19860518,RSA,15,20160307
104792,Gael,Monfils,R,19860901,FRA,16,20160307
105138,Roberto,Bautista Agut,R,19880414,ESP,17,20160307
105676,David,Goffin,R,19901207,BEL,18,20160307
104468,Gilles,Simon,R,19841227,FRA,19,20160307
106071,Bernard,Tomic,R,19921021,AUS,20,20160307
103852,Feliciano,Lopez,L,19810920,ESP,21,20160307
105332,Benoit,Paire,R,19890508,FRA,22,20160307
104678,Viktor,Troicki,R,19860210,SRB,23,20160307
106058,Jack,Sock,R,19920924,USA,24,20160307
104655,Pablo,Cuevas,R,19860101,URU,25,20160307
105777,Grigor,Dimitrov,R,19910516,BUL,26,20160307
106401,Nick,Kyrgios,R,19950427,AUS,27,20160307
105373,Martin,Klizan,L,19890711,SVK,28,20160307
105238,Alexandr,Dolgopolov,R,19881107,UKR,29,20160307
104259,Philipp,Kohlschreiber,R,19831016,GER,30,20160307
104926,Fabio,Fognini,R,19870524,ITA,31,20160307
104871,Jeremy,Chardy,R,19870212,FRA,32,20160307
105064,Thomaz,Bellucci,L,19871230,BRA,33,20160307
103333,Ivo,Karlovic,R,19790228,CRO,34,20160307
105449,Steve,Johnson,R,19891224,USA,35,20160307
105023,Sam,Querrey,R,19871007,USA,36,20160307
105311,Joao,Sousa,R,19890330,POR,37,20160307
104198,Guillermo,Garcia Lopez,R,19830604,ESP,38,20160307
104571,Marcos,Baghdatis,R,19850617,CYP,39,20160307
105550,Guido,Pella,L,19900517,ARG,40,20160307
103990,Tommy,Robredo,R,19820501,ESP,41,20160307
104312,Andreas,Seppi,R,19840221,ITA,42,20160307
105577,Vasek,Pospisil,R,19900623,CAN,43,20160307
103917,Nicolas,Mahut,R,19820121,FRA,44,20160307
104180,Gilles,Muller,L,19830509,LUX,45,20160307
104919,Leonardo,Mayer,R,19870515,ARG,46,20160307
106432,Borna,Coric,R,19961114,CRO,47,20160307
104559,Teymuraz,Gabashvili,R,19850523,RUS,48,20160307
105077,Albert,Ramos,L,19880117,ESP,49,20160307
104925,Novak,Djokovic,R,19870522,SRB,1,20160321
104918,Andy,Murray,R,19870515,GBR,2,20160321
103819,Roger,Federer,R,19810808,SUI,3,20160321
104527,Stanislas,Wawrinka,R,19850328,SUI,4,20160321
104745,Rafael,Nadal,L,19860603,ESP,5,20160321
105453,Kei,Nishikori,R,19891229,JPN,6,20160321
104607,Tomas,Berdych,R,19850917,CZE,7,20160321
103970,David,Ferrer,R,19820402,ESP,8,20160321
104542,Jo Wilfried,Tsonga,R,19850417,FRA,9,20160321
104755,Richard,Gasquet,R,19860618,FRA,10,20160321
105227,Marin,Cilic,R,19880928,CRO,11,20160321
105683,Milos,Raonic,R,19901227,CAN,12,20160321
104545,John,Isner,R,19850426,USA,13,20160321
106233,Dominic,Thiem,R,19930903,AUT,14,20160321
105676,David,Goffin,R,19901207,BEL,15,20160321
104792,Gael,Monfils,R,19860901,FRA,16,20160321
104731,Kevin,Anderson,R,19860518,RSA,17,20160321
105138,Roberto,Bautista Agut,R,19880414,ESP,18,20160321
104468,Gilles,Simon,R,19841227,FRA,19,20160321
106071,Bernard,Tomic,R,19921021,AUS,20,20160321
104678,Viktor,Troicki,R,19860210,SRB,21,20160321
105332,Benoit,Paire,R,19890508,FRA,22,20160321
103852,Feliciano,Lopez,L,19810920,ESP,23,20160321
106058,Jack,Sock,R,19920924,USA,24,20160321
104655,Pablo,Cuevas,R,19860101,URU,25,20160321
106401,Nick,Kyrgios,R,19950427,AUS,26,20160321
105373,Martin,Klizan,L,19890711,SVK,27,20160321
105777,Grigor,Dimitrov,R,19910516,BUL,28,20160321
105238,Alexandr,Dolgopolov,R,19881107,UKR,29,20160321
104259,Philipp,Kohlschreiber,R,19831016,GER,30,20160321
104871,Jeremy,Chardy,R,19870212,FRA,31,20160321
104926,Fabio,Fognini,R,19870524,ITA,32,20160321
103333,Ivo,Karlovic,R,19790228,CRO,33,20160321
105023,Sam,Querrey,R,19871007,USA,34,20160321
105064,Thomaz,Bellucci,L,19871230,BRA,35,20160321
105449,Steve,Johnson,R,19891224,USA,36,20160321
104198,Guillermo,Garcia Lopez,R,19830604,ESP,37,20160321
